size width length distance label
0.0842 0.0954 0.2578 1.85 1.0
0.1549 0.1086 0.3453 1.904 1.0
0.0009 0.0626 0.0871 2.081 1.0
0.0011 0.0555 0.0731 1.996 1.0
0.0586 0.1001 0.2953 1.866 1.0
0.043 0.0918 0.2369 1.966 1.0
0.0226 0.0776 0.2111 1.812 1.0
0.0054 0.0658 0.1776 2.196 1.0
0.0076 0.0711 0.2088 2.457 1.0
0.0502 0.0853 0.2015 1.784 1.0
0.002 0.0585 0.1325 1.982 1.0
0.0847 0.1029 0.3273 2.183 1.0
0.0036 0.0748 0.1297 1.902 1.0
0.031 0.0831 0.1975 1.835 1.0
0.0138 0.0813 0.2451 2.495 1.0
0.0184 0.0752 0.2097 1.984 1.0
0.0237 0.0835 0.2662 2.383 1.0
0.0013 0.0554 0.0963 1.945 1.0
0.4086 0.1169 0.3684 1.683 1.0
0.0065 0.0666 0.1881 2.126 1.0
0.0076 0.0749 0.2148 2.339 1.0
0.0008 0.0559 0.0985 2.289 1.0
0.0126 0.075 0.2534 2.242 1.0
0.0028 0.0646 0.1784 2.057 1.0
0.0043 0.0647 0.1799 2.167 1.0
0.0282 0.0848 0.2711 2.384 1.0
0.1546 0.1089 0.3543 2.122 1.0
0.203 0.1227 0.3601 1.759 1.0
0.0171 0.0772 0.2118 1.934 1.0
0.0012 0.0544 0.1562 2.421 1.0
0.0071 0.0715 0.223 2.469 1.0
0.0027 0.0815 0.1071 2.017 1.0
0.0138 0.0777 0.2554 2.267 1.0
0.0104 0.0756 0.2244 2.237 1.0
0.0262 0.0799 0.1957 1.794 1.0
0.0016 0.0579 0.1666 2.405 1.0
0.034 0.0854 0.2213 1.887 1.0
0.0297 0.0842 0.2477 1.908 1.0
0.0004 0.0402 0.0563 2.027 1.0
0.0264 0.081 0.2204 1.763 1.0
0.0065 0.0711 0.1831 2.158 1.0
0.0874 0.0989 0.3141 2.251 1.0
0.0035 0.0628 0.1431 2.202 1.0
0.0042 0.0631 0.1586 1.861 1.0
0.0003 0.052 0.053 2.049 1.0
0.0975 0.1011 0.1981 1.78 1.0
0.1757 0.109 0.2977 1.917 1.0
0.0003 0.024 0.0728 2.03 1.0
0.0616 0.1012 0.2172 1.987 1.0
0.0102 0.0745 0.2326 2.435 1.0
0.0018 0.0596 0.1787 2.615 1.0
0.0203 0.0835 0.2901 2.284 1.0
0.0047 0.0625 0.1339 2.125 1.0
0.0085 0.074 0.1355 1.886 1.0
0.0637 0.0914 0.2555 1.863 1.0
0.1712 0.1126 0.3986 1.984 1.0
0.0081 0.0766 0.2415 2.434 1.0
0.0041 0.0685 0.1613 2.096 1.0
0.0217 0.1001 0.1623 1.847 1.0
0.0096 0.0734 0.1807 1.908 1.0
0.1882 0.1036 0.2476 1.693 1.0
0.1136 0.096 0.2418 1.778 1.0
0.0017 0.053 0.1069 1.925 1.0
0.0059 0.0793 0.12 1.908 1.0
0.0027 0.0629 0.1713 2.203 1.0
0.0216 0.0807 0.217 1.972 1.0
0.2942 0.114 0.3348 1.891 1.0
0.0009 0.0508 0.1043 2.056 1.0
0.0041 0.062 0.1462 1.915 1.0
0.0729 0.0904 0.2391 1.959 1.0
0.0535 0.0901 0.2594 1.928 1.0
0.0148 0.0769 0.2012 1.832 1.0
0.0026 0.0603 0.1398 2.276 1.0
0.012 0.076 0.2395 2.324 1.0
0.0648 0.0914 0.2176 1.779 1.0
0.1348 0.104 0.3418 2.179 1.0
0.0047 0.0648 0.1436 1.894 1.0
0.0696 0.0971 0.2236 1.782 1.0
0.0152 0.0822 0.2419 2.452 1.0
0.0358 0.0808 0.2363 1.94 1.0
0.0003 0.0526 0.0545 2.278 1.0
0.0475 0.0961 0.2981 2.289 1.0
0.0018 0.0569 0.0883 1.95 1.0
0.0075 0.0742 0.1697 2.162 1.0
0.0177 0.0804 0.2305 2.295 1.0
0.0114 0.0747 0.2032 2.105 1.0
0.0246 0.0818 0.2828 2.304 1.0
0.0302 0.0948 0.2724 2.358 1.0
0.2285 0.1114 0.3471 1.781 1.0
0.0318 0.0823 0.2299 1.887 1.0
0.0093 0.078 0.2413 2.412 1.0
0.0213 0.0774 0.2499 2.28 1.0
0.0038 0.0666 0.1293 1.932 1.0
0.0093 0.0741 0.202 2.261 1.0
0.0357 0.0858 0.1941 1.793 1.0
0.0359 0.0844 0.2096 1.902 1.0
0.0238 0.0804 0.2124 1.97 1.0
0.0004 0.043 0.0591 2.017 1.0
0.0102 0.0773 0.1789 1.838 1.0
0.0051 0.0655 0.1442 2.229 1.0
0.1282 0.1044 0.3438 2.204 1.0
0.0086 0.0668 0.2035 2.077 1.0
0.002 0.0661 0.1124 1.94 1.0
0.0013 0.0474 0.1227 1.992 1.0
0.2647 0.1099 0.3312 1.762 1.0
0.2261 0.1072 0.2873 1.78 1.0
0.0332 0.0884 0.2797 2.333 1.0
0.0441 0.0979 0.2804 2.376 1.0
0.0114 0.0788 0.2588 2.39 1.0
0.0122 0.0751 0.1786 2.068 1.0
0.0022 0.0578 0.1536 2.371 1.0
0.0003 0.0248 0.0488 2.019 1.0
0.0012 0.0607 0.1107 2.552 1.0
0.0172 0.0727 0.1874 1.81 1.0
0.0128 0.0722 0.188 1.888 1.0
0.0079 0.0715 0.2154 2.052 1.0
0.039 0.0952 0.2742 2.131 1.0
0.0803 0.0947 0.2261 1.732 1.0
0.0165 0.0795 0.2099 1.912 1.0
0.0308 0.0929 0.2108 1.986 1.0
0.0235 0.0866 0.2848 2.314 1.0
0.2216 0.1019 0.2927 1.59 1.0
0.0007 0.0434 0.0743 2.195 1.0
0.0036 0.0557 0.1491 1.88 1.0
0.0338 0.0856 0.2341 2.05 1.0
0.053 0.0919 0.3135 2.144 1.0
0.0058 0.0705 0.1728 1.888 1.0
0.0256 0.0851 0.2707 2.254 1.0
0.0003 0.0364 0.0767 2.59 1.0
0.0022 0.0639 0.0997 1.937 1.0
0.1065 0.0981 0.2337 1.722 1.0
0.0135 0.0783 0.1743 1.893 1.0
0.0027 0.0592 0.1477 2.029 1.0
0.0137 0.1264 0.2193 2.02 1.0
0.1607 0.1056 0.298 1.767 1.0
0.0842 0.0986 0.2514 1.723 1.0
0.0424 0.0864 0.2462 1.904 1.0
0.0017 0.0546 0.1361 2.481 1.0
0.0157 0.0758 0.2194 2.095 1.0
0.0371 0.0878 0.2676 2.213 1.0
0.007 0.0765 0.1699 1.994 1.0
0.0028 0.0588 0.1377 2.243 1.0
0.0075 0.0725 0.1426 1.89 1.0
0.0311 0.0818 0.1817 1.894 1.0
0.0018 0.0557 0.1301 1.929 1.0
0.0003 0.0389 0.1276 2.363 1.0
0.0275 0.0891 0.2824 2.357 1.0
0.0063 0.0705 0.216 2.341 1.0
0.0034 0.075 0.112 1.923 1.0
0.1514 0.1102 0.277 1.939 1.0
0.0075 0.0717 0.1782 1.942 1.0
0.1775 0.1055 0.2843 1.595 1.0
0.0321 0.0878 0.2401 2.161 1.0
0.0487 0.0949 0.3134 2.266 1.0
0.006 0.0674 0.1703 2.27 1.0
0.0058 0.072 0.223 2.452 1.0
0.0157 0.0783 0.1714 1.969 1.0
0.001 0.0568 0.078 2.287 1.0
0.0016 0.0755 0.0868 1.983 1.0
0.0163 0.0801 0.1776 1.875 1.0
0.1934 0.1117 0.2635 1.75 1.0
0.2172 0.1107 0.3319 1.803 1.0
0.0032 0.0601 0.1863 2.15 1.0
0.2469 0.1087 0.2641 1.677 1.0
0.0351 0.0845 0.2301 1.874 1.0
0.0504 0.0867 0.208 1.757 1.0
0.0378 0.1068 0.1847 1.822 1.0
0.0103 0.0743 0.18 1.962 1.0
0.1001 0.0989 0.2747 1.764 1.0
0.1438 0.1075 0.3457 1.93 1.0
0.0121 0.0772 0.2016 2.378 1.0
0.0172 0.0778 0.239 2.032 1.0
0.0659 0.0883 0.2289 1.839 1.0
0.0301 0.091 0.2148 2.269 1.0
0.0338 0.089 0.2071 1.97 1.0
0.0159 0.0784 0.2567 1.982 1.0
0.0018 0.0557 0.1222 2.522 1.0
0.0224 0.0799 0.174 1.849 1.0
0.0313 0.0836 0.2003 1.828 1.0
0.0174 0.0764 0.1817 1.82 1.0
0.1528 0.1031 0.2799 1.782 1.0
0.0046 0.0698 0.1305 1.88 1.0
0.1683 0.1054 0.32 1.672 1.0
0.0162 0.0824 0.1491 1.874 1.0
0.0505 0.0887 0.2042 1.772 1.0
0.043 0.0891 0.239 1.923 1.0
0.0093 0.071 0.2475 2.399 1.0
0.0004 0.0322 0.074 2.5 1.0
0.002 0.0589 0.1409 2.04 1.0
0.0089 0.0706 0.1636 1.976 1.0
0.009 0.0739 0.2412 2.317 1.0
0.0149 0.0769 0.1902 1.821 1.0
0.014 0.0778 0.1897 1.872 1.0
0.0158 0.0782 0.215 2.027 1.0
0.0236 0.0882 0.2278 2.244 1.0
0.1234 0.0972 0.2294 1.719 1.0
0.0003 0.031 0.0566 2.139 1.0
0.2725 0.1105 0.2979 1.768 1.0
0.0367 0.0879 0.2882 2.344 1.0
0.2709 0.1081 0.2781 1.66 1.0
0.0052 0.0689 0.1399 2.117 1.0
0.0005 0.044 0.0589 2.258 1.0
0.0059 0.0742 0.1581 1.845 1.0
0.033 0.0853 0.2282 2.04 1.0
0.0573 0.1295 0.3229 2.139 1.0
0.0084 0.0748 0.1522 1.9 1.0
0.0407 0.0903 0.2997 2.186 1.0
0.0014 0.0496 0.1267 2.493 1.0
0.002 0.058 0.134 1.892 1.0
0.1405 0.0988 0.2455 1.695 1.0
0.0136 0.0779 0.1863 1.869 1.0
0.0044 0.0653 0.1628 2.006 1.0
0.1787 0.1066 0.2768 1.772 1.0
0.2058 0.1079 0.2974 1.782 1.0
0.0785 0.0913 0.2413 1.756 1.0
0.0284 0.0914 0.1993 2.004 1.0
0.0053 0.077 0.2092 2.345 1.0
0.0364 0.0869 0.258 2.006 1.0
0.0524 0.0911 0.2758 2.173 1.0
0.0106 0.0703 0.1809 1.993 1.0
0.0047 0.0675 0.1624 2.205 1.0
0.0003 0.0373 0.0395 1.994 1.0
0.0006 0.0409 0.0762 2.417 1.0
0.0544 0.0876 0.2265 1.797 1.0
0.0006 0.05 0.0715 2.005 1.0
0.0106 0.0752 0.2234 2.491 1.0
0.0119 0.0771 0.255 2.265 1.0
0.0036 0.0695 0.1258 1.907 1.0
0.1602 0.1083 0.3311 1.767 1.0
0.0123 0.0771 0.1772 1.929 1.0
0.0213 0.0778 0.2351 2.151 1.0
0.0956 0.0988 0.3427 2.174 1.0
0.0221 0.0887 0.2634 2.106 1.0
0.0054 0.0628 0.2051 2.548 1.0
0.0034 0.06 0.137 2.013 1.0
0.0041 0.0647 0.1948 2.115 1.0
0.1029 0.097 0.2647 1.68 1.0
0.0412 0.0864 0.2176 1.786 1.0
0.121 0.1108 0.2336 1.832 1.0
0.1455 0.1073 0.2847 1.946 1.0
0.0005 0.04 0.0805 2.275 1.0
0.0341 0.0868 0.2231 1.894 1.0
0.0035 0.0597 0.1792 1.99 1.0
0.0398 0.0907 0.1998 1.779 1.0
0.1003 0.0957 0.2215 1.737 1.0
0.006 0.0698 0.1524 2.026 1.0
0.0607 0.1002 0.2312 1.873 1.0
0.0859 0.1033 0.3021 2.102 1.0
0.046 0.0947 0.2879 2.142 1.0
0.0081 0.0734 0.2012 2.068 1.0
0.0751 0.0917 0.2582 1.787 1.0
0.0007 0.0443 0.0746 2.016 1.0
0.1343 0.1047 0.3111 2.02 1.0
0.0686 0.0948 0.2493 1.883 1.0
0.0214 0.078 0.2195 2.051 1.0
0.0123 0.0772 0.2454 2.3 1.0
0.0486 0.0872 0.224 1.757 1.0
0.026 0.0865 0.2365 1.798 1.0
0.0104 0.0869 0.179 1.815 1.0
0.1189 0.1001 0.2841 1.795 1.0
0.006 0.074 0.1406 1.872 1.0
0.251 0.1117 0.2926 1.727 1.0
0.0032 0.057 0.1659 2.323 1.0
0.0042 0.0669 0.1113 1.928 1.0
0.0387 0.0847 0.2184 1.737 1.0
0.0561 0.088 0.2492 1.9 1.0
0.0049 0.0678 0.199 2.496 1.0
0.0058 0.0692 0.1406 2.045 1.0
0.0049 0.0733 0.1998 1.928 1.0
0.0113 0.0764 0.2198 2.378 1.0
0.012 0.0735 0.1934 1.811 1.0
0.0024 0.0572 0.1153 1.998 1.0
0.016 0.081 0.206 2.067 1.0
0.0687 0.0979 0.3275 1.977 1.0
0.1063 0.0958 0.2229 1.731 1.0
0.0137 0.075 0.1776 1.956 1.0
0.0099 0.0758 0.1793 2.57 1.0
0.0094 0.0724 0.1539 2.082 1.0
0.002 0.0637 0.1058 1.933 1.0
0.0089 0.0708 0.1703 2.176 1.0
0.0555 0.095 0.3089 2.202 1.0
0.0023 0.0604 0.0995 1.979 1.0
0.0328 0.0898 0.2682 2.231 1.0
0.0049 0.0662 0.1956 2.391 1.0
0.0032 0.0659 0.1072 1.922 1.0
0.0622 0.09 0.2137 1.776 1.0
0.0077 0.0675 0.1341 1.971 1.0
0.0045 0.0651 0.1411 2.034 1.0
0.0681 0.0989 0.2061 1.94 1.0
0.0762 0.0965 0.2165 1.8 1.0
0.0312 0.0833 0.2016 2.021 1.0
0.0058 0.0678 0.1932 2.397 1.0
0.0406 0.0851 0.2559 2.028 1.0
0.0138 0.0751 0.2196 2.337 1.0
0.0125 0.0733 0.1907 1.968 1.0
0.0055 0.0693 0.1723 2.228 1.0
0.0008 0.0404 0.0767 2.161 1.0
0.0154 0.0827 0.1783 1.834 1.0
0.0332 0.0817 0.204 1.832 1.0
0.0016 0.062 0.1113 1.952 1.0
0.0014 0.0546 0.1792 2.263 1.0
0.0257 0.0831 0.2624 2.353 1.0
0.0125 0.0716 0.2199 2.332 1.0
0.0055 0.0675 0.1605 1.953 1.0
0.0023 0.0578 0.1205 2.336 1.0
0.1387 0.1033 0.3376 2.166 1.0
0.0094 0.0737 0.1722 2.254 1.0
0.0045 0.0686 0.1981 2.478 1.0
0.0145 0.0749 0.1645 1.983 1.0
0.0041 0.0641 0.1955 2.13 1.0
0.0106 0.0746 0.147 1.919 1.0
0.0031 0.0567 0.1766 2.198 1.0
0.0247 0.0851 0.2184 1.916 1.0
0.0291 0.088 0.1699 1.832 1.0
0.0943 0.093 0.2237 1.748 1.0
0.0111 0.0748 0.1728 1.988 1.0
0.2274 0.1026 0.2854 1.74 1.0
0.1978 0.1067 0.3146 2.003 1.0
0.0402 0.0874 0.2728 2.237 1.0
0.0182 0.0766 0.2216 2.054 1.0
0.043 0.0871 0.1981 1.91 1.0
0.0006 0.0446 0.0817 2.012 1.0
0.157 0.1105 0.3194 1.97 1.0
0.0676 0.0922 0.2318 1.926 1.0
0.0216 0.0781 0.204 2.089 1.0
0.0089 0.0711 0.229 2.349 1.0
0.0367 0.0847 0.1968 1.819 1.0
0.0269 0.0788 0.1814 1.861 1.0
0.0024 0.0675 0.1249 1.972 1.0
0.006 0.0695 0.1202 1.9 1.0
0.1499 0.099 0.2732 1.81 1.0
0.0038 0.0661 0.188 2.293 1.0
0.017 0.0811 0.1895 1.817 1.0
0.1114 0.0983 0.2253 1.725 1.0
0.0396 0.087 0.2387 1.92 1.0
0.0079 0.0733 0.2266 2.434 1.0
0.0004 0.0391 0.0784 2.494 1.0
0.0028 0.0609 0.1306 2.058 1.0
0.0048 0.0687 0.1309 2.023 1.0
0.0749 0.0927 0.2595 1.722 1.0
0.0187 0.0786 0.1998 2.076 1.0
0.0051 0.0707 0.1575 2.296 1.0
0.0833 0.0986 0.2953 2.07 1.0
0.0006 0.0456 0.0657 2.149 1.0
0.01 0.0759 0.1969 2.029 1.0
0.0008 0.0535 0.1013 2.209 1.0
0.0062 0.0643 0.1962 1.963 1.0
0.0517 0.0914 0.2325 1.88 1.0
0.002 0.0683 0.1327 1.969 1.0
0.0022 0.0661 0.1144 1.948 1.0
0.0011 0.0614 0.1292 2.095 1.0
0.2546 0.1204 0.3705 1.996 1.0
0.0738 0.1003 0.3173 2.155 1.0
0.0096 0.0719 0.1725 1.886 1.0
0.1041 0.1026 0.2187 1.8 1.0
0.1484 0.1077 0.3652 2.029 1.0
0.0114 0.0754 0.211 2.416 1.0
0.0037 0.0711 0.1622 1.958 1.0
0.0263 0.0822 0.1809 1.816 1.0
0.0033 0.0643 0.1361 1.885 1.0
0.0066 0.0717 0.1925 2.275 1.0
0.002 0.0643 0.1397 2.236 1.0
0.0223 0.0816 0.2199 1.814 1.0
0.0035 0.0632 0.1734 2.336 1.0
0.0013 0.0504 0.1017 2.221 1.0
0.2196 0.1193 0.283 1.546 1.0
0.0004 0.059 0.0718 2.071 1.0
0.0054 0.0712 0.1576 1.89 1.0
0.0053 0.0894 0.2033 2.02 1.0
0.0002 0.0356 0.0509 2.012 1.0
0.0282 0.0846 0.2411 2.084 1.0
0.0003 0.0345 0.0667 2.255 1.0
0.0007 0.0373 0.1006 2.414 1.0
0.1537 0.0989 0.2572 1.655 1.0
0.0013 0.0568 0.119 1.968 1.0
0.0802 0.0937 0.2816 2.118 1.0
0.0007 0.048 0.0569 2.336 1.0
0.0013 0.0611 0.161 2.607 1.0
0.0048 0.0695 0.1371 1.947 1.0
0.083 0.1042 0.2493 1.924 1.0
0.0358 0.2157 0.2616 1.917 1.0
0.016 0.1131 0.2117 1.837 1.0
0.0072 0.0723 0.1974 1.829 1.0
0.0055 0.0692 0.1435 1.919 1.0
0.0314 0.1086 0.2873 2.184 1.0
0.1375 0.1197 0.2492 1.68 1.0
0.0255 0.0789 0.2085 1.801 1.0
0.0443 0.0895 0.3228 2.295 1.0
0.0021 0.0625 0.2104 2.51 1.0
0.1491 0.0985 0.261 1.648 1.0
0.0188 0.0826 0.2388 1.901 1.0
0.0065 0.0772 0.1536 1.889 1.0
0.0005 0.0371 0.0713 2.036 1.0
0.004 0.0602 0.1657 1.908 1.0
0.0002 0.028 0.0567 2.065 1.0
0.0186 0.0841 0.2543 2.22 1.0
0.0012 0.0594 0.1188 2.59 1.0
0.0024 0.0566 0.1357 2.116 1.0
0.1531 0.1011 0.2602 1.7 1.0
0.1954 0.1039 0.2585 1.684 1.0
0.239 0.1121 0.352 1.77 1.0
0.3855 0.1237 0.391 1.699 1.0
0.272 0.1117 0.3166 1.708 1.0
0.0032 0.0641 0.1753 2.488 1.0
0.2293 0.1071 0.2905 1.651 1.0
0.0008 0.0524 0.0759 1.957 1.0
0.0664 0.0929 0.2499 1.732 1.0
0.0028 0.0619 0.1761 2.308 1.0
0.0519 0.0889 0.254 1.959 1.0
0.0012 0.0503 0.1002 2.713 1.0
0.0708 0.0954 0.2837 2.091 1.0
0.0055 0.0655 0.1645 2.009 1.0
0.0189 0.0774 0.2094 2.001 1.0
0.0014 0.0576 0.1318 2.217 1.0
0.0037 0.0643 0.1454 2.034 1.0
0.1118 0.1001 0.2586 1.821 1.0
0.0047 0.0647 0.1615 1.935 1.0
0.0056 0.0669 0.1481 1.913 1.0
0.0006 0.0397 0.1063 2.142 1.0
0.0999 0.0983 0.3263 2.098 1.0
0.0129 0.074 0.1688 1.893 1.0
0.0497 0.0938 0.1923 1.844 1.0
0.142 0.1277 0.3838 2.074 1.0
0.0071 0.0694 0.2068 2.443 1.0
0.0029 0.0664 0.1349 1.997 1.0
0.032 0.0834 0.188 1.799 1.0
0.0013 0.0646 0.0951 1.946 1.0
0.0181 0.0775 0.2434 2.199 1.0
0.0045 0.0635 0.1923 2.14 1.0
0.0087 0.0806 0.2148 2.286 1.0
0.0269 0.0813 0.2159 1.816 1.0
0.0022 0.0529 0.2059 2.262 1.0
0.0003 0.0267 0.0552 2.268 1.0
0.002 0.0627 0.1146 1.958 1.0
0.0003 0.0335 0.0624 2.113 1.0
0.0022 0.0604 0.1212 2.088 1.0
0.0174 0.0789 0.2256 2.112 1.0
0.0001 0.0 0.0381 2.266 1.0
0.1178 0.1017 0.231 1.749 1.0
0.1203 0.0995 0.31 1.975 1.0
0.0074 0.0725 0.1656 1.95 1.0
0.0154 0.0838 0.2875 2.314 1.0
0.0101 0.0693 0.153 1.915 1.0
0.0078 0.0716 0.1601 2.081 1.0
0.0249 0.0782 0.2007 1.799 1.0
0.0198 0.0827 0.2189 1.759 1.0
0.0128 0.1993 0.334 1.829 1.0
0.0357 0.0865 0.2799 2.2 1.0
0.1424 0.1016 0.2889 1.598 1.0
0.0204 0.0764 0.1958 1.823 1.0
0.0011 0.0543 0.1314 1.902 1.0
0.022 0.0809 0.2437 2.48 1.0
0.0057 0.0711 0.204 2.494 1.0
0.1717 0.1004 0.2675 1.631 1.0
0.0114 0.0733 0.1952 1.961 1.0
0.0237 0.0786 0.1756 1.86 1.0
0.0004 0.0403 0.0763 2.066 1.0
0.0253 0.0865 0.2626 2.19 1.0
0.001 0.0567 0.1178 2.614 1.0
0.0005 0.0407 0.0724 2.194 1.0
0.1227 0.1088 0.2402 1.783 1.0
0.2068 0.1134 0.3164 1.931 1.0
0.007 0.0785 0.224 2.395 1.0
0.0867 0.2231 0.339 1.487 1.0
0.055 0.0891 0.2164 1.818 1.0
0.0013 0.0598 0.1353 2.376 1.0
0.0087 0.0715 0.1938 2.113 1.0
0.0057 0.0685 0.1722 2.272 1.0
0.0023 0.0633 0.1541 2.645 1.0
0.0277 0.0848 0.223 2.25 1.0
0.0034 0.0691 0.1451 2.068 1.0
0.0074 0.0693 0.1682 2.063 1.0
0.0015 0.0654 0.1345 2.195 1.0
0.0019 0.0585 0.1412 2.048 1.0
0.0983 0.0985 0.2482 1.836 1.0
0.0033 0.1425 0.518 1.719 1.0
0.0654 0.1004 0.3506 2.14 1.0
0.0073 0.0691 0.1901 1.877 1.0
0.1809 0.1098 0.3614 2.024 1.0
0.0042 0.0674 0.1949 2.435 1.0
0.0011 0.0604 0.1109 2.034 1.0
0.0156 0.0771 0.156 1.85 1.0
0.003 0.0704 0.1001 1.92 1.0
0.0098 0.0714 0.2144 2.229 1.0
0.0057 0.0653 0.1744 2.191 1.0
0.0069 0.0759 0.2231 2.282 1.0
0.0117 0.0741 0.1762 1.904 1.0
0.0038 0.0713 0.1686 2.251 1.0
0.0104 0.1221 0.1964 2.115 1.0
0.0006 0.0447 0.0797 2.067 1.0
0.0085 0.0719 0.1841 1.855 1.0
0.0027 0.0598 0.1492 2.059 1.0
0.0009 0.0557 0.0967 2.027 1.0
0.0136 0.0754 0.1987 2.144 1.0
0.0004 0.0431 0.1605 2.326 1.0
0.0004 0.0536 0.06 2.019 1.0
0.0431 0.0951 0.2514 2.184 1.0
0.0069 0.0646 0.174 1.949 1.0
0.0169 0.0823 0.2536 2.39 1.0
0.005 0.073 0.1382 1.939 1.0
0.0486 0.0902 0.2486 1.928 1.0
0.0384 0.0846 0.1895 1.802 1.0
0.0113 0.0723 0.1605 1.855 1.0
0.0135 0.076 0.1518 1.898 1.0
0.0231 0.0811 0.2416 2.275 1.0
0.0526 0.0979 0.1703 1.842 1.0
0.0321 0.0815 0.2168 1.775 1.0
0.0016 0.0587 0.0989 1.928 1.0
0.0203 0.0826 0.2449 2.483 1.0
0.0041 0.0613 0.2018 2.535 1.0
0.0079 0.0694 0.1757 1.856 1.0
0.0269 0.0863 0.2154 1.946 1.0
0.0111 0.077 0.1293 1.908 1.0
0.0011 0.0517 0.1013 2.0 1.0
0.0126 0.072 0.1799 1.867 1.0
0.0011 0.0636 0.1106 2.043 1.0
0.0287 0.0844 0.2417 2.247 1.0
0.0075 0.0771 0.2412 2.412 1.0
0.002 0.0607 0.1393 2.104 1.0
0.2033 0.1085 0.2691 1.705 1.0
0.1367 0.1687 0.4017 1.792 1.0
0.0043 0.0655 0.1929 2.48 1.0
0.0056 0.0684 0.1656 1.852 1.0
0.0022 0.0606 0.194 2.193 1.0
0.1101 0.1092 0.3803 1.459 1.0
0.0368 0.0967 0.338 1.775 1.0
0.4176 0.1337 0.3834 1.077 1.0
0.0804 0.1064 0.3138 1.522 1.0
0.0052 0.0656 0.1645 1.896 1.0
0.0431 0.1019 0.371 1.88 1.0
0.0035 0.0626 0.1694 1.951 1.0
0.0361 0.0929 0.2925 1.656 1.0
0.0013 0.0576 0.0742 1.95 1.0
0.0138 0.083 0.3298 2.121 1.0
0.0724 0.1104 0.3244 1.501 1.0
0.0118 0.0791 0.2096 1.791 1.0
0.0015 0.0487 0.2021 2.554 1.0
0.0034 0.0721 0.1933 2.011 1.0
0.0184 0.0817 0.288 1.742 1.0
0.5126 0.1795 0.3694 0.941 1.0
0.0148 0.0825 0.2762 1.7 1.0
0.0032 0.0604 0.1724 2.009 1.0
0.0042 0.072 0.1974 1.791 1.0
0.0008 0.0486 0.1342 1.902 1.0
0.0143 0.0749 0.2877 1.822 1.0
0.0152 0.0849 0.2086 1.835 1.0
0.0058 0.0728 0.2 1.896 1.0
0.0617 0.1045 0.3948 1.714 1.0
0.0116 0.081 0.2499 1.829 1.0
0.0003 0.0323 0.1615 1.915 1.0
0.0005 0.0474 0.0832 1.956 1.0
0.1004 0.1178 0.369 1.65 1.0
0.1224 0.1107 0.3323 1.449 1.0
0.0041 0.0692 0.2117 2.185 1.0
0.0045 0.0677 0.2436 2.271 1.0
0.0959 0.1055 0.3234 1.365 1.0
0.0015 0.0633 0.1221 1.901 1.0
0.4705 0.1734 0.4543 0.99 1.0
0.3961 0.1222 0.3948 1.071 1.0
0.0775 0.1016 0.3 1.534 1.0
0.4864 0.1709 0.4475 1.026 1.0
0.0644 0.1002 0.3237 1.503 1.0
0.0061 0.0766 0.2047 1.878 1.0
0.0027 0.0677 0.198 2.559 1.0
0.3439 0.1261 0.4304 1.219 1.0
0.0068 0.0718 0.2265 2.058 1.0
0.1898 0.1137 0.3992 1.337 1.0
0.0091 0.0749 0.263 1.931 1.0
0.008 0.0722 0.2202 1.751 1.0
0.0701 0.1062 0.3944 1.721 1.0
0.0039 0.0737 0.1716 1.826 1.0
0.0009 0.0514 0.1004 1.976 1.0
0.0086 0.0716 0.2147 1.871 1.0
0.0003 0.0361 0.0647 2.025 1.0
0.0223 0.096 0.2602 1.777 1.0
0.0039 0.0743 0.2468 2.101 1.0
0.02 0.0816 0.2598 1.693 1.0
0.008 0.0806 0.2877 2.218 1.0
0.2458 0.1063 0.3842 1.128 1.0
0.0256 0.0938 0.3791 1.829 1.0
0.0145 0.0823 0.2101 1.764 1.0
0.001 0.0496 0.1133 2.13 1.0
0.3592 0.1201 0.4337 1.152 1.0
0.5627 0.2072 0.4355 0.854 1.0
0.4103 0.1348 0.3705 1.003 1.0
0.0107 0.0709 0.2386 1.824 1.0
0.0131 0.0796 0.2513 1.774 1.0
0.0064 0.0749 0.2644 2.227 1.0
0.0304 0.0843 0.288 1.63 1.0
0.0067 0.0 1.5964 1.808 1.0
0.0044 0.061 0.2176 2.155 1.0
0.0036 0.0686 0.2125 2.47 1.0
0.0005 0.0458 0.0621 1.998 1.0
0.003 0.068 0.1812 1.936 1.0
0.6888 0.4035 0.4746 0.423 1.0
0.0019 0.0587 0.1753 1.837 1.0
0.032 0.0946 0.3426 1.914 1.0
0.0184 0.0896 0.3018 2.003 1.0
0.3336 0.1175 0.4492 1.163 1.0
0.4734 0.144 0.3756 1.062 1.0
0.0014 0.0556 0.1314 2.064 1.0
0.1283 0.1176 0.4058 1.462 1.0
0.0138 0.078 0.2245 1.741 1.0
0.021 0.0916 0.2366 1.806 1.0
0.0127 0.0827 0.2555 1.729 1.0
0.079 0.1066 0.3435 1.455 1.0
0.0149 0.0817 0.2882 2.09 1.0
0.0262 0.0841 0.284 1.722 1.0
0.0043 0.0614 0.2297 2.11 1.0
0.1159 0.1092 0.3825 1.466 1.0
0.0404 0.0914 0.338 1.759 1.0
0.4347 0.1287 0.3594 1.025 1.0
0.0811 0.107 0.3309 1.434 1.0
0.0028 0.0677 0.1373 1.944 1.0
0.0385 0.0985 0.3563 1.972 1.0
0.0052 0.0681 0.2271 1.831 1.0
